"Model","Parameter","Type","N","ARE"
"Linear","alpha","Closed",30000,0.1787068922094
"Linear","alpha","Closed",150,0.752156170776815
"Linear","alpha","Closed",1500,0.184225947859922
"Linear","alpha","Closed",4500,0.999950440602689
"Linear","alpha","Closed",15000,0.285674950283008
"Linear","alpha","Closed",30000,0.0144319067999822
"Linear","alpha","Closed",150,0.905953315186839
"Linear","alpha","Closed",1500,0.472423792946259
"Linear","alpha","Closed",4500,0.10703863788216
"Linear","alpha","Closed",15000,0.0300057034712816
"Linear","alpha","Closed",30000,0.256112448847408
"Linear","alpha","Closed",150,2505.92571158467
"Linear","alpha","Closed",1500,0.133444976028458
"Linear","alpha","Closed",4500,0.350634977219253
"Linear","alpha","Closed",15000,1.19253098745319
"Linear","alpha","Closed",30000,0.0450998597618897
"Linear","alpha","Closed",150,0.180681010626028
"Linear","alpha","Closed",1500,0.141337991089938
"Linear","alpha","Closed",4500,0.263169417350003
"Linear","alpha","Closed",15000,0.0199822964909997
"Linear","alpha","Closed",30000,0.126363956942341
"Linear","alpha","Closed",150,0.397946217680945
"Linear","alpha","Closed",1500,1.00072606567942
"Linear","alpha","Closed",4500,0.621764204432798
"Linear","alpha","Closed",15000,0.00793196211262577
"Linear","alpha","Closed",30000,0.100203790217312
"Linear","alpha","Closed",150,0.0681483778313163
"Linear","alpha","Closed",1500,0.268843150268944
"Linear","alpha","Closed",4500,0.0224421448840831
"Linear","alpha","Closed",15000,0.2111976272526
"Linear","alpha","Closed",30000,0.063330284448371
"Linear","alpha","Closed",150,0.216101831836294
"Linear","alpha","Closed",1500,0.0839880613696515
"Linear","alpha","Closed",4500,0.0361458922431692
"Linear","alpha","Closed",15000,0.0479317912473394
"Linear","alpha","Closed",30000,0.393844567362288
"Linear","alpha","Closed",150,0.00110221410877472
"Linear","alpha","Closed",1500,0.0399288456249055
"Linear","alpha","Closed",4500,0.155993598172079
"Linear","alpha","Closed",15000,0.292557532112954
"Linear","alpha","Closed",30000,0.457737508844368
"Linear","alpha","Closed",150,0.538735531060314
"Linear","alpha","Closed",1500,7653.69015585379
"Linear","alpha","Closed",4500,0.249701344009301
"Linear","alpha","Closed",15000,0.270575015894237
"Linear","alpha","Closed",30000,0.119313735809795
"Linear","alpha","Closed",150,3374.3450099944
"Linear","alpha","Closed",1500,8568.22543934355
"Linear","alpha","Closed",4500,0.33278453754429
"Linear","alpha","Closed",15000,0.337192025738678
"Linear","alpha","Closed",30000,0.130877914018418
"Linear","alpha","Closed",150,0.21257798166505
"Linear","alpha","Closed",1500,0.120273244308277
"Linear","alpha","Closed",4500,0.393568308765708
"Linear","alpha","Closed",15000,0.491062837974285
"Linear","alpha","Closed",30000,0.69685757658994
"Linear","alpha","Closed",150,1641.98735132795
"Linear","alpha","Closed",1500,0.13388662113468
"Linear","alpha","Closed",4500,0.316705947031461
"Linear","alpha","Closed",15000,0.402497709958343
"Linear","alpha","Closed",30000,0.166822688591279
"Linear","alpha","Closed",150,0.693451351838073
"Linear","alpha","Closed",1500,0.192683181047546
"Linear","alpha","Closed",4500,0.128784738746647
"Linear","alpha","Closed",15000,0.268098667723649
"Linear","alpha","Closed",30000,0.0539215286387592
"Linear","alpha","Closed",150,0.246694026775824
"Linear","alpha","Closed",1500,0.244109970734915
"Linear","alpha","Closed",4500,0.572998818507989
"Linear","alpha","Closed",15000,0.298431318382069
"Linear","alpha","Closed",30000,0.0810005788492962
"Linear","alpha","Closed",150,0.14977734300077
"Linear","alpha","Closed",1500,0.14169073376668
"Linear","alpha","Closed",4500,0.238492498021294
"Linear","alpha","Closed",15000,0.693949937621819
"Linear","alpha","Closed",30000,0.1361428307061
"Linear","alpha","Closed",150,0.243985841507442
"Linear","alpha","Closed",1500,0.0191627735652559
"Linear","alpha","Closed",4500,0.182159719375072
"Linear","alpha","Closed",15000,0.135429453635634
"Linear","alpha","Closed",30000,0.885664502412329
"Linear","alpha","Closed",150,0.152573973351747
"Linear","alpha","Closed",1500,0.142065228584506
"Linear","alpha","Closed",4500,0.258517272861047
"Linear","alpha","Closed",15000,0.394934128319433
"Linear","alpha","Closed",30000,0.00186606693707049
"Linear","alpha","Closed",150,0.182635559764554
"Linear","alpha","Closed",1500,0.0883262238330984
"Linear","alpha","Closed",4500,0.0903742477121043
"Linear","alpha","Closed",15000,0.133711486383125
"Linear","alpha","Closed",30000,0.391559578553036
"Linear","alpha","Closed",150,0.090953929646179
"Linear","alpha","Closed",1500,0.346117372085375
"Linear","alpha","Closed",4500,0.127594270024886
"Linear","alpha","Closed",15000,0.248324662854244
"Linear","alpha","Closed",30000,0.0226293248863536
"Linear","alpha","Closed",150,0.223206629124186
"Linear","alpha","Closed",1500,0.127261425075709
"Linear","alpha","Closed",4500,0.205312954314612
"Linear","alpha","Closed",15000,0.0355256232365315
"Linear","alpha","Closed",30000,0.0912172172868569
"Linear","alpha","Closed",150,0.123836087473173
"Linear","alpha","Closed",1500,0.100694334956953
"Linear","alpha","Closed",4500,0.0156695859133515
"Linear","alpha","Closed",15000,0.0317451399798157
"Linear","alpha","Closed",30000,0.0637269087239943
"Linear","alpha","Closed",150,0.0746219787964933
"Linear","alpha","Closed",1500,0.998636768679419
"Linear","alpha","Closed",4500,0.222958249529677
"Linear","alpha","Closed",15000,0.289912354254171
"Linear","alpha","Closed",30000,0.378486607961234
"Linear","alpha","Closed",150,0.530071117686282
"Linear","alpha","Closed",1500,0.229357908187556
"Linear","alpha","Closed",4500,0.170097410360931
"Linear","alpha","Closed",15000,0.0697689711395971
"Linear","alpha","Closed",30000,2.98043085659728
"Linear","alpha","Closed",150,0.307767500179818
"Linear","alpha","Closed",1500,0.530378965469861
"Linear","alpha","Closed",4500,0.320928992175038
"Linear","alpha","Closed",15000,0.266189460183551
"Linear","alpha","Closed",30000,0.0516615341551669
"Linear","alpha","Closed",150,0.196203328047733
"Linear","alpha","Closed",1500,0.0920452453363577
"Linear","alpha","Closed",4500,0.139609913535144
"Linear","alpha","Closed",15000,0.275035794830136
"Linear","alpha","Closed",30000,0.0102348819449461
"Linear","alpha","Closed",150,0.115881766048197
"Linear","alpha","Closed",1500,0.226719633753016
"Linear","alpha","Closed",4500,0.0732264628731632
"Linear","alpha","Closed",15000,0.124388595958252
"Linear","alpha","Closed",30000,0.11923617419926
"Linear","alpha","Closed",150,0.105273654037786
"Linear","alpha","Closed",1500,1.00095451058044
"Linear","alpha","Closed",4500,0.199526318112512
"Linear","alpha","Closed",15000,0.392584736492242
"Linear","alpha","Closed",30000,0.372107893019077
"Linear","alpha","Closed",150,0.233441798733486
"Linear","alpha","Closed",1500,0.167047636296478
"Linear","alpha","Closed",4500,0.370480186727669
"Linear","alpha","Closed",15000,0.251323187780408
"Linear","alpha","Closed",30000,1.05370828776094
"Linear","alpha","Closed",150,0.137290937560283
"Linear","alpha","Closed",1500,0.200228975837655
"Linear","alpha","Closed",4500,0.114583646768397
"Linear","alpha","Closed",15000,0.018087935002214
"Linear","alpha","Closed",30000,0.370803519746643
"Linear","alpha","Closed",150,0.0672706373116197
"Linear","alpha","Closed",1500,0.41291675578148
"Linear","alpha","Closed",4500,0.23023564135817
"Linear","alpha","Closed",15000,0.0322610569921423
"Linear","alpha","Closed",30000,0.0525335169033888
"Linear","alpha","Closed",150,0.16011950485242
"Linear","alpha","Closed",1500,0.204434339633535
"Linear","alpha","Closed",4500,0.999609728737115
"Linear","alpha","Closed",15000,0.0400749481341902
"Linear","alpha","Closed",30000,0.513166337153576
"Linear","alpha","Closed",150,0.238637437350603
"Linear","alpha","Closed",1500,0.378284979592111
"Linear","alpha","Closed",4500,0.10733924931082
"Linear","alpha","Closed",15000,0.0425101023933388
"Linear","alpha","Closed",30000,0.135215883457314
"Linear","alpha","Closed",150,0.307198138935038
"Linear","alpha","Closed",1500,0.0399172307712707
"Linear","alpha","Closed",4500,0.0167781651328436
"Linear","alpha","Closed",15000,0.364801238102992
"Linear","alpha","Closed",30000,0.11117389587133
"Linear","alpha","Closed",150,0.201706197583006
"Linear","alpha","Closed",1500,0.123111564649111
"Linear","alpha","Closed",4500,0.00268419057646793
"Linear","alpha","Closed",15000,0.396688096116531
"Linear","alpha","Closed",30000,0.232255830390203
"Linear","alpha","Closed",150,0.0235033841941017
"Linear","alpha","Closed",1500,0.0632891547818047
"Linear","alpha","Closed",4500,0.221225290884849
"Linear","alpha","Closed",15000,0.999265837263419
"Linear","alpha","Closed",30000,0.143024602526047
"Linear","alpha","Closed",150,0.139718749196198
"Linear","alpha","Closed",1500,9267.36388457566
"Linear","alpha","Closed",4500,0.520180767762577
"Linear","alpha","Closed",15000,0.0751120655319568
"Linear","alpha","Closed",30000,0.208494148040619
"Linear","alpha","Closed",150,0.201300260794323
"Linear","alpha","Closed",1500,1.00060763350346
"Linear","alpha","Closed",4500,0.332383196784597
"Linear","alpha","Closed",15000,0.200212368718997
"Linear","alpha","Closed",30000,0.322765273734548
"Linear","alpha","Closed",150,0.669499377048248
"Linear","alpha","Closed",1500,0.334383757773464
"Linear","alpha","Closed",4500,0.0397976483773903
"Linear","alpha","Closed",15000,0.424587816545218
"Linear","alpha","Closed",30000,0.305583763484375
"Linear","alpha","Closed",150,0.310903354286647
"Linear","alpha","Closed",1500,0.0615409388278458
"Linear","alpha","Closed",4500,0.168930095307742
"Linear","alpha","Closed",15000,0.0492216960846975
"Linear","alpha","Closed",30000,0.167372197906832
"Linear","alpha","Closed",150,0.199979789969976
"Linear","alpha","Closed",1500,0.0389123402726855
"Linear","alpha","Closed",4500,0.101760778702595
"Linear","alpha","Closed",15000,0.0531962286402355
"Linear","alpha","Closed",30000,0.175802675890672
"Linear","alpha","Closed",150,0.681527837939157
"Linear","alpha","Closed",1500,0.102762811317871
"Linear","alpha","Closed",4500,0.232443037169755
"Linear","alpha","Closed",15000,0.237055553689969
"Linear","alpha","Closed",30000,0.0510295447681888
"Linear","alpha","Closed",150,0.117350981780912
"Linear","alpha","Closed",1500,0.486562779052798
"Linear","alpha","Closed",4500,0.186876564461574
"Linear","alpha","Closed",15000,0.0927472522056794
"Linear","alpha","Closed",30000,0.00393278615879775
"Linear","alpha","Closed",150,0.0169552172945939
"Linear","alpha","Closed",1500,0.268543909891454
"Linear","alpha","Closed",4500,0.999048895884562
"Linear","alpha","Closed",15000,0.409232173319889
"Linear","alpha","Closed",30000,0.999851739773169
"Linear","alpha","Closed",150,0.88642255326332
"Linear","alpha","Closed",1500,0.0406544546692019
"Linear","alpha","Closed",4500,0.534099910078447
"Linear","alpha","Closed",15000,0.247036862022289
"Linear","alpha","Closed",30000,0.196803999601374
"Linear","alpha","Closed",150,0.264251976998771
"Linear","alpha","Closed",1500,0.260758781565268
"Linear","alpha","Closed",4500,0.638569052432781
"Linear","alpha","Closed",15000,0.0104691961293961
"Linear","alpha","Closed",30000,0.206625281531593
"Linear","alpha","Closed",150,0.514562117696851
"Linear","alpha","Closed",1500,0.0735157259385552
"Linear","alpha","Closed",4500,0.868817578854873
"Linear","alpha","Closed",15000,0.282467481076063
"Linear","alpha","Closed",30000,0.0140308539386431
"Linear","alpha","Closed",150,0.71517928710983
"Linear","alpha","Closed",1500,0.278137388787628
"Linear","alpha","Closed",4500,0.869642964364313
"Linear","alpha","Closed",15000,0.366524589326964
"Linear","alpha","Closed",30000,0.0961986005907575
"Linear","alpha","Numeric",150,0.10516163374153
"Linear","alpha","Numeric",1500,0.225655792931429
"Linear","alpha","Numeric",4500,0.0790091383943508
"Linear","alpha","Numeric",15000,0.102167674554885
"Linear","alpha","Numeric",30000,0.0517201920255768
"Linear","alpha","Numeric",150,0.0519747323466066
"Linear","alpha","Numeric",1500,0.267520706904655
"Linear","alpha","Numeric",4500,0.0420976642270763
"Linear","alpha","Numeric",15000,0.0698256298486184
"Linear","alpha","Numeric",30000,0.0722754176516954
"Linear","alpha","Numeric",150,0.114135974603497
"Linear","alpha","Numeric",1500,0.0149972755241958
"Linear","alpha","Numeric",4500,0.150417015563708
"Linear","alpha","Numeric",15000,0.207232523462279
"Linear","alpha","Numeric",30000,0.0882325435347819
"Linear","alpha","Numeric",150,0.751627174905812
"Linear","alpha","Numeric",1500,0.188060631457198
"Linear","alpha","Numeric",4500,0.0806306728908684
"Linear","alpha","Numeric",15000,0.168768212484098
"Linear","alpha","Numeric",30000,0.226102275226019
"Linear","alpha","Numeric",150,0.905685819032613
"Linear","alpha","Numeric",1500,0.481782403013401
"Linear","alpha","Numeric",4500,0.0332551699480237
"Linear","alpha","Numeric",15000,0.020315541872058
"Linear","alpha","Numeric",30000,0.170923328869507
"Linear","alpha","Numeric",150,0.00686673260823102
"Linear","alpha","Numeric",1500,0.137324933872319
"Linear","alpha","Numeric",4500,0.285077600567093
"Linear","alpha","Numeric",15000,0.389982132960485
"Linear","alpha","Numeric",30000,0.0691613936645544
"Linear","alpha","Numeric",150,0.180716925376413
"Linear","alpha","Numeric",1500,0.179306858970917
"Linear","alpha","Numeric",4500,0.248165402817585
"Linear","alpha","Numeric",15000,0.195296606739984
"Linear","alpha","Numeric",30000,0.12306097027391
"Linear","alpha","Numeric",150,0.398047904707572
"Linear","alpha","Numeric",1500,0.0234753561400315
"Linear","alpha","Numeric",4500,0.579822221625879
"Linear","alpha","Numeric",15000,0.0110163068972412
"Linear","alpha","Numeric",30000,0.0141801252728492
"Linear","alpha","Numeric",150,0.068371703255738
"Linear","alpha","Numeric",1500,0.274289977918731
"Linear","alpha","Numeric",4500,0.0236425867877784
"Linear","alpha","Numeric",15000,0.17612454683907
"Linear","alpha","Numeric",30000,0.176565370545436
"Linear","alpha","Numeric",150,0.216143512655569
"Linear","alpha","Numeric",1500,0.0353400052818433
"Linear","alpha","Numeric",4500,0.0786792731965675
"Linear","alpha","Numeric",15000,0.0870561924978988
"Linear","alpha","Numeric",30000,0.230077504220858
"Linear","alpha","Numeric",150,0.00112509436923501
"Linear","alpha","Numeric",1500,0.0486888711617357
"Linear","alpha","Numeric",4500,0.122852751717362
"Linear","alpha","Numeric",15000,0.150597562509304
"Linear","alpha","Numeric",30000,0.131679867241802
"Linear","alpha","Numeric",150,0.540029688854947
"Linear","alpha","Numeric",1500,0.0933467739061638
"Linear","alpha","Numeric",4500,0.193908228676456
"Linear","alpha","Numeric",15000,0.016764944448666
"Linear","alpha","Numeric",30000,0.0293539790910343
"Linear","alpha","Numeric",150,0.00895258180615725
"Linear","alpha","Numeric",1500,0.279451396624065
"Linear","alpha","Numeric",4500,0.293042419268362
"Linear","alpha","Numeric",15000,0.209236132681036
"Linear","alpha","Numeric",30000,0.0243023231091565
"Linear","alpha","Numeric",150,0.212534678486945
"Linear","alpha","Numeric",1500,0.11909995551068
"Linear","alpha","Numeric",4500,0.379189905465022
"Linear","alpha","Numeric",15000,0.0361862223837744
"Linear","alpha","Numeric",30000,0.130628459535141
"Linear","alpha","Numeric",150,0.0187396475965343
"Linear","alpha","Numeric",1500,0.19854480119581
"Linear","alpha","Numeric",4500,0.314450863677198
"Linear","alpha","Numeric",15000,0.208433690520124
"Linear","alpha","Numeric",30000,0.210282463417916
"Linear","alpha","Numeric",150,0.690951059665107
"Linear","alpha","Numeric",1500,0.191289018953614
"Linear","alpha","Numeric",4500,0.16509228244738
"Linear","alpha","Numeric",15000,0.214027985168073
"Linear","alpha","Numeric",30000,0.224041512502767
"Linear","alpha","Numeric",150,0.246923709567566
"Linear","alpha","Numeric",1500,0.191408004324393
"Linear","alpha","Numeric",4500,0.542471172836354
"Linear","alpha","Numeric",15000,0.236256431012575
"Linear","alpha","Numeric",30000,0.162916033200695
"Linear","alpha","Numeric",150,0.150806287999336
"Linear","alpha","Numeric",1500,0.11820531270705
"Linear","alpha","Numeric",4500,0.222461141918893
"Linear","alpha","Numeric",15000,0.0460354890258298
"Linear","alpha","Numeric",30000,0.196164344734146
"Linear","alpha","Numeric",150,0.24468408290917
"Linear","alpha","Numeric",1500,0.00557389634102386
"Linear","alpha","Numeric",4500,0.167737507491525
"Linear","alpha","Numeric",15000,0.0285331384147763
"Linear","alpha","Numeric",30000,0.219957663315347
"Linear","alpha","Numeric",150,0.153853931531796
"Linear","alpha","Numeric",1500,0.145667228088567
"Linear","alpha","Numeric",4500,0.305531962134719
"Linear","alpha","Numeric",15000,0.113756656469845
"Linear","alpha","Numeric",30000,0.180918031167852
"Linear","alpha","Numeric",150,0.183942935586348
"Linear","alpha","Numeric",1500,0.0870107904610735
"Linear","alpha","Numeric",4500,0.0561453326697972
"Linear","alpha","Numeric",15000,0.125620865946307
"Linear","alpha","Numeric",30000,0.110215996093466
"Linear","alpha","Numeric",150,0.0913140595312542
"Linear","alpha","Numeric",1500,0.349527166657672
"Linear","alpha","Numeric",4500,0.138654093847141
"Linear","alpha","Numeric",15000,0.00903826218206121
"Linear","alpha","Numeric",30000,0.200489622270844
"Linear","alpha","Numeric",150,0.223831350366077
"Linear","alpha","Numeric",1500,0.141945619294951
"Linear","alpha","Numeric",4500,0.151449704714297
"Linear","alpha","Numeric",15000,0.195164196090677
"Linear","alpha","Numeric",30000,0.0830863130078851
"Linear","alpha","Numeric",150,0.123984568357923
"Linear","alpha","Numeric",1500,0.0598718786261753
"Linear","alpha","Numeric",4500,0.0273154220853869
"Linear","alpha","Numeric",15000,0.0680914416044358
"Linear","alpha","Numeric",30000,0.222594007412552
"Linear","alpha","Numeric",150,0.0746358175647507
"Linear","alpha","Numeric",1500,0.165273208511769
"Linear","alpha","Numeric",4500,0.227077257319066
"Linear","alpha","Numeric",15000,0.16884510308722
"Linear","alpha","Numeric",30000,0.114295802138135
"Linear","alpha","Numeric",150,0.530248687468534
"Linear","alpha","Numeric",1500,0.209293985737329
"Linear","alpha","Numeric",4500,0.131741499371394
"Linear","alpha","Numeric",15000,0.0322382710727323
"Linear","alpha","Numeric",30000,0.244086710724275
"Linear","alpha","Numeric",150,0.307768706907688
"Linear","alpha","Numeric",1500,0.5145728051965
"Linear","alpha","Numeric",4500,0.316342022605068
"Linear","alpha","Numeric",15000,0.0666938343822221
"Linear","alpha","Numeric",30000,0.0741227373227143
"Linear","alpha","Numeric",150,0.196334177849901
"Linear","alpha","Numeric",1500,0.0916694503438451
"Linear","alpha","Numeric",4500,0.153052737723313
"Linear","alpha","Numeric",15000,0.0194168553205464
"Linear","alpha","Numeric",30000,0.00539407349822559
"Linear","alpha","Numeric",150,0.105354689117371
"Linear","alpha","Numeric",1500,0.227609370143503
"Linear","alpha","Numeric",4500,0.023580716068527
"Linear","alpha","Numeric",15000,0.177699572479052
"Linear","alpha","Numeric",30000,0.236144167415653
"Linear","alpha","Numeric",150,0.105275114818268
"Linear","alpha","Numeric",1500,0.201457609308659
"Linear","alpha","Numeric",4500,0.18406869205359
"Linear","alpha","Numeric",15000,0.0632702215704043
"Linear","alpha","Numeric",30000,0.17442580946409
"Linear","alpha","Numeric",150,0.233480611099106
"Linear","alpha","Numeric",1500,0.174602658039483
"Linear","alpha","Numeric",4500,0.339910693138293
"Linear","alpha","Numeric",15000,0.0570598175393261
"Linear","alpha","Numeric",30000,0.466705999862706
"Linear","alpha","Numeric",150,0.137560693231014
"Linear","alpha","Numeric",1500,0.198054168591646
"Linear","alpha","Numeric",4500,0.13967228611
"Linear","alpha","Numeric",15000,0.0793160113134008
"Linear","alpha","Numeric",30000,0.0423632093239907
"Linear","alpha","Numeric",150,0.0669194633715787
"Linear","alpha","Numeric",1500,0.411627767404758
"Linear","alpha","Numeric",4500,0.180277589235634
"Linear","alpha","Numeric",15000,0.0668152255743534
"Linear","alpha","Numeric",30000,0.0100975237342521
"Linear","alpha","Numeric",150,0.160043756321599
"Linear","alpha","Numeric",1500,0.213236443211678
"Linear","alpha","Numeric",4500,0.0739456753157609
"Linear","alpha","Numeric",15000,0.0527054647246829
"Linear","alpha","Numeric",30000,0.0151543120679011
"Linear","alpha","Numeric",150,0.238667924808595
"Linear","alpha","Numeric",1500,0.378797249733507
"Linear","alpha","Numeric",4500,0.133460734525294
"Linear","alpha","Numeric",15000,0.107442191393249
"Linear","alpha","Numeric",30000,0.1680849850117
"Linear","alpha","Numeric",150,0.307233525707903
"Linear","alpha","Numeric",1500,0.0397205190652702
"Linear","alpha","Numeric",4500,0.0053022869924007
"Linear","alpha","Numeric",15000,0.209312573276799
"Linear","alpha","Numeric",30000,0.139700795431704
"Linear","alpha","Numeric",150,0.203268291956946
"Linear","alpha","Numeric",1500,0.125852459560706
"Linear","alpha","Numeric",4500,0.00213956467668893
"Linear","alpha","Numeric",15000,0.128391552485807
"Linear","alpha","Numeric",30000,0.0708139820219355
"Linear","alpha","Numeric",150,0.0218208647007189
"Linear","alpha","Numeric",1500,0.0628999407490244
"Linear","alpha","Numeric",4500,0.0711889712900665
"Linear","alpha","Numeric",15000,0.125178648547285
"Linear","alpha","Numeric",30000,0.119916347254782
"Linear","alpha","Numeric",150,0.141477319741882
"Linear","alpha","Numeric",1500,0.0442675930964
"Linear","alpha","Numeric",4500,0.430356538320227
"Linear","alpha","Numeric",15000,0.102456647531768
"Linear","alpha","Numeric",30000,0.0339939205914935
"Linear","alpha","Numeric",150,0.201288700350834
"Linear","alpha","Numeric",1500,0.0413207564353389
"Linear","alpha","Numeric",4500,0.264604150859502
"Linear","alpha","Numeric",15000,0.0126775488148179
"Linear","alpha","Numeric",30000,0.0634977048462516
"Linear","alpha","Numeric",150,0.668867613997794
"Linear","alpha","Numeric",1500,0.326260061679304
"Linear","alpha","Numeric",4500,0.0900415974587834
"Linear","alpha","Numeric",15000,0.0407147667989354
"Linear","alpha","Numeric",30000,0.0194420169322701
"Linear","alpha","Numeric",150,0.310818235446926
"Linear","alpha","Numeric",1500,0.0606571341361701
"Linear","alpha","Numeric",4500,0.162202661294314
"Linear","alpha","Numeric",15000,0.00623447718166849
"Linear","alpha","Numeric",30000,0.0890074517169073
"Linear","alpha","Numeric",150,0.19981393919803
"Linear","alpha","Numeric",1500,0.0388837881776386
"Linear","alpha","Numeric",4500,0.0457053078857717
"Linear","alpha","Numeric",15000,0.105705030841875
"Linear","alpha","Numeric",30000,0.136331152177577
"Linear","alpha","Numeric",150,0.6815439511066
"Linear","alpha","Numeric",1500,0.103606316661149
"Linear","alpha","Numeric",4500,0.232459766364214
"Linear","alpha","Numeric",15000,0.144810881143792
"Linear","alpha","Numeric",30000,0.0478054348366632
"Linear","alpha","Numeric",150,0.117132362428857
"Linear","alpha","Numeric",1500,0.490504688408841
"Linear","alpha","Numeric",4500,0.143509412712024
"Linear","alpha","Numeric",15000,0.10972994859938
"Linear","alpha","Numeric",30000,0.123480166355893
"Linear","alpha","Numeric",150,0.0168551848083163
"Linear","alpha","Numeric",1500,0.265041691289162
"Linear","alpha","Numeric",4500,0.296571183098655
"Linear","alpha","Numeric",15000,0.0686438318952359
"Linear","alpha","Numeric",30000,0.116185959172862
"Linear","alpha","Numeric",150,0.884848429486798
"Linear","alpha","Numeric",1500,0.0414766134745099
"Linear","alpha","Numeric",4500,0.467960879762775
"Linear","alpha","Numeric",15000,0.161612320014095
"Linear","alpha","Numeric",30000,0.1502314409006
"Linear","alpha","Numeric",150,0.266427782587603
"Linear","alpha","Numeric",1500,0.257052917640316
"Linear","alpha","Numeric",4500,0.571093686814298
"Linear","alpha","Numeric",15000,0.0252138043062246
"Linear","alpha","Numeric",30000,0.0761522893048285
"Linear","alpha","Numeric",150,0.516628529097393
"Linear","alpha","Numeric",1500,0.0722125118694542
"Linear","alpha","Numeric",4500,0.824945669957846
"Linear","alpha","Numeric",15000,0.204597099213058
"Linear","alpha","Numeric",30000,0.00900354778948415
"Linear","alpha","Numeric",150,0.715014092226123
"Linear","alpha","Numeric",1500,0.283765276970338
"Linear","alpha","Numeric",4500,0.815855820086635
"Linear","alpha","Numeric",15000,0.209965897697227
"Linear","alpha","Numeric",30000,0.0165974028668679
"Linear","mu","Closed",150,0.00138548152817258
"Linear","mu","Closed",1500,0.00603709988624962
"Linear","mu","Closed",4500,0.00314967136020788
"Linear","mu","Closed",15000,0.0390890955946568
"Linear","mu","Closed",30000,0.053374598981487
"Linear","mu","Closed",150,0.000293309412748907
"Linear","mu","Closed",1500,2.08152282871179
"Linear","mu","Closed",4500,0.015863484599188
"Linear","mu","Closed",15000,0.0171213064337994
"Linear","mu","Closed",30000,0.0352085521124517
"Linear","mu","Closed",150,0.00225863988167142
"Linear","mu","Closed",1500,0.0187483245475289
"Linear","mu","Closed",4500,0.0141978485500653
"Linear","mu","Closed",15000,0.0326644700845141
"Linear","mu","Closed",30000,0.000136869997440243
"Linear","mu","Closed",150,0.0212381218827914
"Linear","mu","Closed",1500,0.00162109161501211
"Linear","mu","Closed",4500,0.170423951113211
"Linear","mu","Closed",15000,0.010207530152345
"Linear","mu","Closed",30000,0.0613155118347465
"Linear","mu","Closed",150,0.0510941223695008
"Linear","mu","Closed",1500,0.012915565988139
"Linear","mu","Closed",4500,0.011872570004658
"Linear","mu","Closed",15000,0.0249873738749738
"Linear","mu","Closed",30000,0.00315093729409853
"Linear","mu","Closed",150,1796.35616525204
"Linear","mu","Closed",1500,0.0309247235987335
"Linear","mu","Closed",4500,0.0158881715859319
"Linear","mu","Closed",15000,0.0155138187074583
"Linear","mu","Closed",30000,0.00613652935333175
"Linear","mu","Closed",150,0.0106057299326877
"Linear","mu","Closed",1500,0.0653449003081495
"Linear","mu","Closed",4500,0.0129723250032453
"Linear","mu","Closed",15000,0.00629618953846767
"Linear","mu","Closed",30000,0.0459527875109622
"Linear","mu","Closed",150,0.00787563307465216
"Linear","mu","Closed",1500,1.01322431619895
"Linear","mu","Closed",4500,0.0127651969228929
"Linear","mu","Closed",15000,0.00470589104785235
"Linear","mu","Closed",30000,0.00538168542525979
"Linear","mu","Closed",150,0.0330969224428515
"Linear","mu","Closed",1500,0.0168357095122702
"Linear","mu","Closed",4500,0.0522257200775674
"Linear","mu","Closed",15000,0.0288454548067992
"Linear","mu","Closed",30000,0.0186691540050389
"Linear","mu","Closed",150,0.00509476854913071
"Linear","mu","Closed",1500,0.0228746412962724
"Linear","mu","Closed",4500,0.052696735365624
"Linear","mu","Closed",15000,0.0177792057285335
"Linear","mu","Closed",30000,0.0418452245572095
"Linear","mu","Closed",150,0.0143958639286186
"Linear","mu","Closed",1500,0.0187066690165201
"Linear","mu","Closed",4500,0.0170175579293279
"Linear","mu","Closed",15000,0.029952407558781
"Linear","mu","Closed",30000,0.0246078256312178
"Linear","mu","Closed",150,0.0205629247343259
"Linear","mu","Closed",1500,5467.5385056768
"Linear","mu","Closed",4500,0.034145791121341
"Linear","mu","Closed",15000,0.0413139922406086
"Linear","mu","Closed",30000,0.0201052334718783
"Linear","mu","Closed",150,2300.23091556427
"Linear","mu","Closed",1500,6093.2892922365
"Linear","mu","Closed",4500,0.0070802875419409
"Linear","mu","Closed",15000,0.0229732955975729
"Linear","mu","Closed",30000,0.00363368091324666
"Linear","mu","Closed",150,0.001299410314156
"Linear","mu","Closed",1500,0.0240155006652731
"Linear","mu","Closed",4500,0.00262391490639041
"Linear","mu","Closed",15000,0.00780808983549754
"Linear","mu","Closed",30000,0.0231783964981876
"Linear","mu","Closed",150,1176.00237220561
"Linear","mu","Closed",1500,0.0151689343565188
"Linear","mu","Closed",4500,0.0386327716504582
"Linear","mu","Closed",15000,0.011832455708228
"Linear","mu","Closed",30000,0.020511840680659
"Linear","mu","Closed",150,0.0581486955420253
"Linear","mu","Closed",1500,0.00513874854660173
"Linear","mu","Closed",4500,0.0207150502022636
"Linear","mu","Closed",15000,0.0110029897323709
"Linear","mu","Closed",30000,0.0133241067841749
"Linear","mu","Closed",150,0.0100232822768911
"Linear","mu","Closed",1500,0.00874822566942275
"Linear","mu","Closed",4500,0.0291824540912994
"Linear","mu","Closed",15000,0.00656722679455719
"Linear","mu","Closed",30000,0.0411182594102177
"Linear","mu","Closed",150,0.0269723100464081
